StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Text / Graphic,q1.1,q1.2,q1.3,q1.3_3_TEXT,q1.4,q1.4_8_TEXT,q1.5,q1.6,q1.7,q1.7_9_TEXT,q1.8,q1.8_12_TEXT,q1.9,q1.10,q1.10_17_TEXT,q2.1,q2.1_6_TEXT,q2.1_8_TEXT,q2.1_10_TEXT,q2.2,q2.3,q2.4,q2.4_6_TEXT,q2.5_1,q2.5_2,q2.5_3,q2.5_4,q3.1,q3.1_1_TEXT,q3.2.1_1,q3.2.1_2,q3.2.1_3,q3.2.1_4,q3.2.2_1,q3.2.2_2,q4.1,q4.2,q4.2_9_TEXT,q4.3,q4.4,q4.5,q4.6.1_1,q4.6.1_2,q4.6.1_3,q4.6.1_4,q4.6.1_5,q4.6.1_6,q4.6.1_7,q4.6.2_1,q4.6.2_2,q4.6.2_3,q4.6.2_4,q4.6.2_5,q4.6.2_6,q4.7,q5.1_1,q5.1_2,q5.1_3,q5.1_4,q5.2,q5.2_11_TEXT,q5.3,q5.3_7_TEXT
03/06/2025 04:23,03/06/2025 04:30,IP Address,100,416,TRUE,03/06/2025 04:30,R_21TSqslZctOM401,anonymous,EN,0.8999999761581421,I have read and understood the information provided and I agree to take part in this research project,Scotland,65 to 74,Man,,"Further education – college course, diploma, trade training, etc.",,"£20,000 to £50,000",>250 ha,Farming landowner ,,"Cereals,Lowland grazing livestock,Specialist poultry",,< 10%,Other:,None,Drought ,,,,Once in the last five years,Somewhat affected,Not at all caused by climate change,,No,No,No,No,No,,,,,,2 - Neither agree nor disagree,2 - Neither agree nor disagree,No,,,1-5%,1-5%,I don't know,,,,,,,,3- Agree,1- Disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,3- Agree,2- Neither agree nor disagree,Premium price,2- Neither agree nor disagree,1- Disagree,1- Disagree,1- Disagree,"Implementation costs,Maintenance costs,Land use conflicts with food production,Policy uncertainty",,"Relationship with neighbours,Landscape benefits don’t benefit my farm business,Unequal contribution of resources from landscape-level partners",
03/06/2025 05:02,03/06/2025 05:09,IP Address,100,442,TRUE,03/06/2025 05:09,R_2rG9zgzeEyLXTYB,anonymous,EN,0.20000000298023224,I have read and understood the information provided and I agree to take part in this research project,South West,45 to 54,Woman,,"Higher education – postgraduate level (e.g. MA, MSc, PhD) ",,"£50,000 to £100,000",< 5 ha.,Non-Farming landowner ,,Other:,horses,> 60%,Other:,no funding received,Flood ,,,,Once every 2-3 years,Not affected at all,Mainly caused by climate change,,To some extent,To some extent,Very much,Very much,No,,,,,,3 - Agree,2 - Neither agree nor disagree,"Yes – Individually, on my farm","Grassland restoration,Hedgerows,Other:",improving soil structure ,1-5%,1-5%,Yes,2- Neither agree nor disagree,2- Neither agree nor disagree,3- Agree,1- Disagree,3- Agree,2- Neither agree nor disagree,3- Agree,,,,,,,"improved soil structure, more resilient farm business, cleaner water, reduced costs eventually",1- Disagree,1- Disagree,3 - Agree,1- Disagree,"Implementation costs,Maintenance costs,Limited time,Policy uncertainty,Tax constraints",,"Funding for collaborative action,Unequal contribution of resources from landscape-level partners",
03/06/2025 05:17,03/06/2025 05:23,IP Address,100,348,TRUE,03/06/2025 05:23,R_8kcBpTz4WfXn3a6,anonymous,EN,0.8999999761581421,I have read and understood the information provided and I agree to take part in this research project,South West,65 to 74,Man,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"> £200,000",5 to 20 ha.,Non-Farming landowner ,,Lowland grazing livestock,,> 60%,"Country Stewardships (CS) ,Water Management grants",,Flood ,,,,Once a year,Not affected at all,Partly caused by climate change,,No,No,No,No,"Yes (If you wish, specify which kind of community partnership)",Yes,3 - Agree,2 - Neither agree nor disagree,3 - Agree,2 - Neither agree nor disagree,,,"Yes – In collaboration, at the landscape level","River restoration,Forest reforestation or restoration,Wetland restoration,Hedgerows,Wildflower strips,Habitat creation",,Greater than 25%,Greater than 25%,Yes,3- Agree,2- Neither agree nor disagree,2- Neither agree nor disagree,3- Agree,1- Disagree,2- Neither agree nor disagree,3- Agree,,,,,,,Improved water and soil quality,1- Disagree,1- Disagree,3 - Agree,1- Disagree,"Access to knowledge on implementation,Implementation costs,Maintenance costs,Skills/training,Limited time,Data availability - unclear on the benefits,Policy uncertainty,Tax constraints",,Funding for collaborative action,
03/06/2025 05:47,03/06/2025 05:55,IP Address,100,485,TRUE,03/06/2025 05:55,R_8QJyYVi93C5RK11,anonymous,EN,1,I have read and understood the information provided and I agree to take part in this research project,Scotland,55 to 64,Man,,"Further education – college course, diploma, trade training, etc.",,"< £10,000",20 to 50 ha.,Farming landowner ,,LFA grazing livestock,,> 60%,Other:,,None,,,,,,Partly caused by climate change,,To some extent,To some extent,To some extent,To some extent,No,,,,,,2 - Neither agree nor disagree,2 - Neither agree nor disagree,"Yes – Individually, on my farm","Forest creation,Hedgerows,Habitat creation",,Greater than 25%,5-10%,No,2- Neither agree nor disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,3- Agree,2- Neither agree nor disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,,,,,,,Depends on the work,1- Disagree,1- Disagree,2- Neither agree nor disagree,1- Disagree,"Implementation costs,Maintenance costs,Limited time,Policy uncertainty",,Relationship with neighbours,
03/06/2025 07:19,03/06/2025 07:32,IP Address,100,796,TRUE,03/06/2025 07:32,R_8rYa7cqYReugUVK,anonymous,EN,0.8999999761581421,I have read and understood the information provided and I agree to take part in this research project,North West,55 to 64,Woman,,"Higher education – postgraduate level (e.g. MA, MSc, PhD) ",,"£50,000 to £100,000",>250 ha,Farming landowner ,,LFA grazing livestock,,40% to 50%,"Sustainable Farming Incentives (SFI),Countryside Stewardships Higher Tier (CSHT),Capital Items,Water Management grants,Farming in Protected Landscapes programme (FiPL)",,"Flood ,Drought ",,,,Once every 2-3 years,Somewhat affected,Mainly caused by climate change,,To some extent,To some extent,To some extent,To some extent,"Yes (If you wish, specify which kind of community partnership)",Cluster group CIC,3 - Agree,2 - Neither agree nor disagree,3 - Agree,2 - Neither agree nor disagree,,,"Yes – Individually, on my farm,Yes – In collaboration, at the landscape level","River restoration,Forest creation,Peatland restoration,Grassland restoration,Mob grazing,Hedgerows,Habitat creation,Other:",Hay meadow restoration and management,Greater than 25%,Greater than 25%,Yes,2- Neither agree nor disagree,3- Agree,3- Agree,2- Neither agree nor disagree,3- Agree,3- Agree,3- Agree,,,,,,,"Depending upon the nature based solution, they can be a more sensible use of land than agricultural production, yield more in income and create a more diversified and productive farm as a result",2- Neither agree nor disagree,1- Disagree,3 - Agree,1- Disagree,"Data availability - unclear on the benefits,Policy uncertainty,Other:","Lack of consistent policy has led to a breakdown of trust in the long term aspirations of government policy.  Many land managers feel that they are more secure in continuing with a conventional agricultural approach than enter into a new market which requires a reduction of agricultural production.  The difficulty entering into Higher Tier (less than 50% of applications were successful due to lack of resource on the ground), the alterations to ELMs and the pause in SFI and now the reported shift in government policy with the proposal to reduce BNG requirements for small developers have all resulted in a lack of faith and trust in the longevity and security of government schemes.  ","Funding for collaborative action,Other:",Consistent funding for collaborative work is challenging plus the private markets is not yet fully established.  Currently the only legally required/ monitored markets are carbon and BNG.  A change in government policy could make this easier.
03/06/2025 12:05,03/06/2025 12:30,IP Address,100,1479,TRUE,03/06/2025 12:30,R_8JmkhezWTT7Y66q,anonymous,EN,0.8999999761581421,I have read and understood the information provided and I agree to take part in this research project,Scotland,55 to 64,Man,,"Further education – college course, diploma, trade training, etc.",,"£20,000 to £50,000",100-250 ha.,Farming landowner ,,"Cereals,LFA grazing livestock",,40% to 50%,Other:,,Flood ,,,,Once a year,Somewhat affected,Partly caused by climate change,It would help if Council maintained roadside ditches.,No,No,No,No,No,,,,,,2 - Neither agree nor disagree,2 - Neither agree nor disagree,"Yes – Individually, on my farm","Forest creation,Wetland restoration,Grassland restoration,Hedgerows,Habitat creation",,1-5%,Less than 1%,I don't know,2- Neither agree nor disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,1- Disagree,3- Agree,2- Neither agree nor disagree,,,,,,,Shelter.,1- Disagree,1- Disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,"Data availability - unclear on the benefits,Land use conflicts with food production,Tenancy constraints",,Other:,"Not qualified to answer, question's are very English centric."
03/06/2025 13:27,03/06/2025 13:42,IP Address,100,911,TRUE,03/06/2025 13:42,R_2NRnwrE7sEmOxax,anonymous,EN,0.699999988,I have read and understood the information provided and I agree to take part in this research project,Scotland,65 to 74,Man,,"Further education – college course, diploma, trade training, etc.",,"£20,000 to £50,000",>250 ha,Farming landowner ,,Mixed,,> 60%,Improving Farm Productivity grant,,Flood ,,,,Once a year,Not affected at all,Not at all caused by climate change,,To some extent,To some extent,To some extent,To some extent,No,,,,,,2 - Neither agree nor disagree,2 - Neither agree nor disagree,No,,,Less than 1%,Less than 1%,No,,,,,,,,2- Neither agree nor disagree,1- Disagree,1- Disagree,2- Neither agree nor disagree,3- Agree,2- Neither agree nor disagree,No benefit ,2- Neither agree nor disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,Land use conflicts with food production,,Landscape benefits don’t benefit my farm business,
03/06/2025 13:43,03/06/2025 14:37,IP Address,100,3245,TRUE,03/06/2025 14:37,R_8ya2zG64aYldPFO,anonymous,EN,0.6000000238418579,I have read and understood the information provided and I agree to take part in this research project,Scotland,65 to 74,Man,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"£20,000 to £50,000",50 to 100 ha.,Farming landowner ,,LFA grazing livestock,,> 60%,Other:,PSF,None,,,,,,Partly caused by climate change,Seasonal and annual variations in weather patterns exist already.,No,No,To some extent,To some extent,No,,,,,,3 - Agree,3 - Agree,"Yes – Individually, on my farm","Mob grazing,Hedgerows",,Greater than 25%,1-5%,I don't know,2- Neither agree nor disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,3- Agree,3- Agree,3- Agree,,,,,,,"Sustainable, improved public image.",2- Neither agree nor disagree,1- Disagree,2- Neither agree nor disagree,1- Disagree,"Access to knowledge on implementation,Skills/training,Data availability - unclear on the benefits,Policy uncertainty",,"Funding for collaborative action,Landscape benefits don’t benefit my farm business,Unequal contribution of resources from landscape-level partners",
03/06/2025 15:03,03/06/2025 15:16,IP Address,100,766,TRUE,03/06/2025 15:16,R_2W19lFjYdovv8Gd,anonymous,EN,0.8999999761581421,I have read and understood the information provided and I agree to take part in this research project,South West,65 to 74,Man,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"> £200,000",20 to 50 ha.,Farming landowner ,,Lowland grazing livestock,,< 10%,Other:,,None,,,,,,Not at all caused by climate change,,To some extent,To some extent,To some extent,To some extent,"Yes (If you wish, specify which kind of community partnership)",,3 - Agree,3 - Agree,3 - Agree,3 - Agree,,,No,,,Greater than 25%,Greater than 25%,Yes,,,,,,,,3- Agree,2- Neither agree nor disagree,2- Neither agree nor disagree,3- Agree,3- Agree,3- Agree,"Improved biodiversity in soil and eventually improvement in invertebrate diversity and up
Through the food chain.",3 - Agree,1- Disagree,1- Disagree,1- Disagree,"Access to knowledge on implementation,Implementation costs,Maintenance costs,Skills/training,Data availability - unclear on the benefits,Land use conflicts with food production,Policy uncertainty",,Landscape benefits don’t benefit my farm business,
04/06/2025 01:50,04/06/2025 02:06,IP Address,100,965,TRUE,04/06/2025 02:06,R_8wgWqnIs1Uoar9l,anonymous,EN,0.5,I have read and understood the information provided and I agree to take part in this research project,Scotland,65 to 74,Man,,Other:,BASIS qualified,"£20,000 to £50,000",>250 ha,Other:,Agronomist,Cereals,,10% to 20%,Other:,Various mix of farm enterprises ,"Flood ,Drought ,Disease:",Yellow rust and mildew,,,Once every 2-3 years,Severely affected,,Poor water catchment management La k of investment and Beavers,To some extent,To some extent,To some extent,To some extent,"Yes (If you wish, specify which kind of community partnership)",Strathmore Wildlife Cluster ,3 - Agree,3 - Agree,3 - Agree,3 - Agree,,,"Yes – In collaboration, at the landscape level","Wildflower strips,Habitat creation,Other:",Future opportunities with wetland restoration for Waders,5-10%,5-10%,Yes,3- Agree,3- Agree,3- Agree,2- Neither agree nor disagree,2- Neither agree nor disagree,3- Agree,3- Agree,,,,,,,Focus on most productive land so reduce inputs on less productive area of the farm so increase Gross Margin per ha. Soil quality improvement by use of green manure and two crops per season per ha. Water course protection from buffering with wildflower or grass margins . Quality assurance to end user and price from sustainable systems and biodiversity investments.,2- Neither agree nor disagree,1- Disagree,2- Neither agree nor disagree,1- Disagree,"Access to knowledge on implementation,Skills/training,Policy uncertainty,Other:",Training farmers is KEY,"Funding for collaborative action,Relationship with neighbours,Other:",Lack of support for Scottish Farm Clusters
04/06/2025 02:42,04/06/2025 02:51,IP Address,100,541,TRUE,04/06/2025 02:51,R_2LQ1NLFloCWgHBf,qr,EN,0.699999988,I have read and understood the information provided and I agree to take part in this research project,South West,55 to 64,Man,,"Further education – college course, diploma, trade training, etc.",,"£20,000 to £50,000",>250 ha,Farming landowner ,,Dairy,,10% to 20%,"Sustainable Farming Incentives (SFI),Country Stewardships (CS) ,Capital Items,Farming in Protected Landscapes programme (FiPL)",,"Flood ,Drought ,Disease:",Tb,,,Once every 2-3 years,Somewhat affected,Partly caused by climate change,,To some extent,To some extent,Very much,Very much,"Yes (If you wish, specify which kind of community partnership)",Farmer cluster,3 - Agree,3 - Agree,3 - Agree,3 - Agree,,,"Yes – Individually, on my farm","River restoration,Forest reforestation or restoration,Forest creation,Grassland restoration,Hedgerows,Wildflower strips,Habitat creation,Other:","Supplying DED resistance elm trees to other farmers, landowners and councils ",10-25%,5-10%,Yes,1- Disagree,3- Agree,3- Agree,3- Agree,3- Agree,3- Agree,3- Agree,,,,,,,"Improved soil structure, increasing biodiversity, Sid’s water management ",1- Disagree,1- Disagree,1- Disagree,1- Disagree,"Implementation costs,Maintenance costs,Land use conflicts with food production,Policy uncertainty",,"Funding for collaborative action,Relationship with neighbours",
04/06/2025 07:06,04/06/2025 07:13,IP Address,100,378,TRUE,04/06/2025 07:13,R_8KJZNASzyWZjNOl,anonymous,EN,1,I have read and understood the information provided and I agree to take part in this research project,South West,45 to 54,Man,,"Higher education – postgraduate level (e.g. MA, MSc, PhD) ",,"£20,000 to £50,000",< 5 ha.,Non-Farming landowner ,,Other:,Forestry,> 60%,Woodland Tree Health grant (WTH),,"Drought ,Disease:",Phytophora,,,Once in the last five years,Somewhat affected,Partly caused by climate change,,To some extent,No,To some extent,No,No,,,,,,2 - Neither agree nor disagree,3 - Agree,No,,,Less than 1%,10-25%,I don't know,,,,,,,,2- Neither agree nor disagree,1- Disagree,2- Neither agree nor disagree,3- Agree,2- Neither agree nor disagree,3- Agree,Lower run off and loss of soils. Reduced downstream flooding. ,2- Neither agree nor disagree,1- Disagree,2- Neither agree nor disagree,1- Disagree,"Access to knowledge on implementation,Implementation costs,Maintenance costs,Skills/training,Limited time,Data availability - unclear on the benefits,Land use conflicts with food production,Policy uncertainty,Other:","Permits, consents - paperwork","Relationship with neighbours,Landscape benefits don’t benefit my farm business",
04/06/2025 07:49,04/06/2025 08:22,IP Address,100,1976,TRUE,04/06/2025 08:22,R_8YFDwdZqh6ky95l,anonymous,EN,0.8999999761581421,I have read and understood the information provided and I agree to take part in this research project,South West,65 to 74,Man,,Other:,ACA,"£10,000 to £20,000",5 to 20 ha.,Farming landowner ,,Lowland grazing livestock,,> 60%,Other:,none,None,,,,,,,not app;icable,No,No,To some extent,To some extent,"Yes (If you wish, specify which kind of community partnership)",Farm cluster,3 - Agree,2 - Neither agree nor disagree,3 - Agree,3 - Agree,,,"Yes – In collaboration, at the landscape level","River restoration,Forest creation,Hedgerows,Habitat creation",,1-5%,Less than 1%,Yes,3- Agree,2- Neither agree nor disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,3- Agree,1- Disagree,3- Agree,,,,,,,water quality and soil quality,2- Neither agree nor disagree,1- Disagree,2- Neither agree nor disagree,1- Disagree,"Access to knowledge on implementation,Limited time,Data availability - unclear on the benefits,Land use conflicts with food production,Policy uncertainty,Tax constraints",,"Funding for collaborative action,Other:",Civil service ignorance
04/06/2025 08:50,04/06/2025 08:59,IP Address,100,521,TRUE,04/06/2025 08:59,R_8mryHZmEZajeaCA,anonymous,EN,1,I have read and understood the information provided and I agree to take part in this research project,South West,35 to 44,Man,,"Higher education – postgraduate level (e.g. MA, MSc, PhD) ",,"£20,000 to £50,000",100-250 ha.,Farming landowner ,,"Cereals,Lowland grazing livestock,Specialist poultry,Mixed,Other:",Organic ,50% to 60%,"Sustainable Farming Incentives (SFI),Country Stewardships (CS) ",,None,,,,,,Partly caused by climate change,,No,No,To some extent,To some extent,"Yes (If you wish, specify which kind of community partnership)",Nature group,3 - Agree,2 - Neither agree nor disagree,3 - Agree,2 - Neither agree nor disagree,,,"Yes – Individually, on my farm","Hedgerows,Habitat creation",,1-5%,1-5%,No,3- Agree,1- Disagree,1- Disagree,1- Disagree,3- Agree,2- Neither agree nor disagree,3- Agree,,,,,,,"A mixed rotational farm provides resilience to low yields and drops in price from certain products. We are organic and that constraints us in some ways to do some of the more prescriptive nature friendly methodology. We have however seen soils improve greatly, an influx of nature and great options for pur produce. ",3 - Agree,1- Disagree,1- Disagree,2- Neither agree nor disagree,"Data availability - unclear on the benefits,Land use conflicts with food production,Policy uncertainty",,Other:,Time and coordination. All farmers on board 
04/06/2025 08:52,04/06/2025 09:09,IP Address,100,973,TRUE,04/06/2025 09:09,R_2qgaL4vopEdbb55,anonymous,EN,1,I have read and understood the information provided and I agree to take part in this research project,South West,65 to 74,Woman,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"£20,000 to £50,000",20 to 50 ha.,Farming landowner ,,Lowland grazing livestock,,40% to 50%,"Country Stewardships (CS) ,Farming in Protected Landscapes programme (FiPL)",,Flood ,,,,More than once a year ,Somewhat affected,Partly caused by climate change,,To some extent,To some extent,To some extent,To some extent,"Yes (If you wish, specify which kind of community partnership)",nadder Valley Farmer Group,3 - Agree,2 - Neither agree nor disagree,3 - Agree,2 - Neither agree nor disagree,,,"Yes – Individually, on my farm","Wetland restoration,Hedgerows,Habitat creation,Other:",I have dug 4 ponds and a lake,10-25%,5-10%,I don't know,3- Agree,3- Agree,2- Neither agree nor disagree,3- Agree,3- Agree,2- Neither agree nor disagree,3- Agree,,,,,,,"water quality, biodiversity",1- Disagree,1- Disagree,2- Neither agree nor disagree,1- Disagree,"Implementation costs,Maintenance costs,Policy uncertainty,Tax constraints,Planning constraints",,"Funding for collaborative action,Relationship with neighbours",
04/06/2025 08:57,04/06/2025 09:09,IP Address,100,730,TRUE,04/06/2025 09:09,R_8rZNq0hkIaGlMbC,anonymous,EN,0.800000012,I have read and understood the information provided and I agree to take part in this research project,South West,65 to 74,Man,,"Higher education – postgraduate level (e.g. MA, MSc, PhD) ",,"£10,000 to £20,000",20 to 50 ha.,Farming landowner ,,"Lowland grazing livestock,Other:",Timber,30% to 40%,"Sustainable Farming Incentives (SFI),Country Stewardships (CS) ,Countryside Stewardships Higher Tier (CSHT),Other:",DevonCC NFM,"Drought ,Disease:,Pests:,Other:",Ash dieback,"Ticks, grey squirrels",Storm damage,More than once a year ,Somewhat affected,Partly caused by climate change,,Very much,Very much,Very much,Very much,"Yes (If you wish, specify which kind of community partnership)",Farm cluster and sawmill group,3 - Agree,3 - Agree,3 - Agree,3 - Agree,,,"Yes – Individually, on my farm,Yes – In collaboration, at the landscape level","River restoration,Forest reforestation or restoration,Forest creation,Grassland restoration,Agroforestry ,Hedgerows,Habitat creation,Other:",Nestboxes,Greater than 25%,10-25%,Yes,2- Neither agree nor disagree,2- Neither agree nor disagree,3- Agree,3- Agree,2- Neither agree nor disagree,3- Agree,3- Agree,,,,,,,"Carbon capture, NFM, sustainable future, nature recovery",2- Neither agree nor disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,1- Disagree,"Implementation costs,Maintenance costs,Policy uncertainty,Other:",ELMS must have future certainty and premium payments for the most effective / priority measures.,"Funding for collaborative action,Relationship with neighbours,Other:",Peer pressure
04/06/2025 09:18,04/06/2025 09:27,IP Address,100,596,TRUE,04/06/2025 09:27,R_2EnG6ToXOuH4wKt,anonymous,EN,0.4000000059604645,I have read and understood the information provided and I agree to take part in this research project,South West,65 to 74,Man,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"£20,000 to £50,000",50 to 100 ha.,Farming landowner ,,Lowland grazing livestock,,50% to 60%,Country Stewardships (CS) ,,None,,,,,,Not at all caused by climate change,,No,No,To some extent,To some extent,"Yes (If you wish, specify which kind of community partnership)",,3 - Agree,1 - Disagree,3 - Agree,1 - Disagree,,,No,,,Greater than 25%,Less than 1%,No,,,,,,,,3- Agree,1- Disagree,1- Disagree,1- Disagree,3- Agree,2- Neither agree nor disagree,maintenance of status quo,3 - Agree,1- Disagree,1- Disagree,1- Disagree,"Access to knowledge on implementation,Implementation costs,Maintenance costs,Data availability - unclear on the benefits,Policy uncertainty,Tax constraints",,"Funding for collaborative action,Landscape benefits don’t benefit my farm business,Unequal contribution of resources from landscape-level partners",
